CBSA,MDIV,STCOU,NAME,LSAD,CENSUS2010POP,ESTIMATESBASE2010,POPESTIMATE2010,POPESTIMATE2011,POPESTIMATE2012,POPESTIMATE2013,POPESTIMATE2014,NPOPCHG2010,NPOPCHG2011,NPOPCHG2012,NPOPCHG2013,NPOPCHG2014,BIRTHS2010,BIRTHS2011,BIRTHS2012,BIRTHS2013,BIRTHS2014,DEATHS2010,DEATHS2011,DEATHS2012,DEATHS2013,DEATHS2014,NATURALINC2010,NATURALINC2011,NATURALINC2012,NATURALINC2013,NATURALINC2014,INTERNATIONALMIG2010,INTERNATIONALMIG2011,INTERNATIONALMIG2012,INTERNATIONALMIG2013,INTERNATIONALMIG2014,DOMESTICMIG2010,DOMESTICMIG2011,DOMESTICMIG2012,DOMESTICMIG2013,DOMESTICMIG2014,NETMIG2010,NETMIG2011,NETMIG2012,NETMIG2013,NETMIG2014,RESIDUAL2010,RESIDUAL2011,RESIDUAL2012,RESIDUAL2013,RESIDUAL2014
17020,,,"Chico, CA",Metropolitan Statistical Area,220000,220000,219924,220025,221279,222420,224241,-76,101,1254,1141,1821,576,2439,2399,2377,2409,526,2179,2245,2275,2287,50,260,154,102,122,57,230,247,269,274,-180,-267,873,606,1404,-123,-37,1120,875,1678,-3,-122,-20,164,21
17020,,6007,"Butte County, CA",County or equivalent,220000,220000,219924,220025,221279,222420,224241,-76,101,1254,1141,1821,576,2439,2399,2377,2409,526,2179,2245,2275,2287,50,260,154,102,122,57,230,247,269,274,-180,-267,873,606,1404,-123,-37,1120,875,1678,-3,-122,-20,164,21
17140,,,"Cincinnati, OH-KY-IN",Metropolitan Statistical Area,2114580,2114755,2117863,2123332,2129786,2138536,2149449,3108,5469,6454,8750,10913,6755,27567,27479,27767,27504,3989,18100,18177,18340,18739,2766,9467,9302,9427,8765,731,3276,3350,3604,3606,-339,-7113,-6102,-3833,-947,392,-3837,-2752,-229,2659,-50,-161,-96,-448,-511
17140,,18029,"Dearborn County, IN",County or equivalent,50047,50047,50093,50020,49782,49799,49506,46,-73,-238,17,-293,122,549,530,533,525,75,465,458,419,421,47,84,72,114,104,5,14,14,18,18,-5,-161,-327,-81,-391,0,-147,-313,-63,-373,-1,-10,3,-34,-24
17140,,18115,"Ohio County, IN",County or equivalent,6128,6128,6108,6084,6103,6035,6035,-20,-24,19,-68,0,11,52,53,66,66,7,63,51,61,72,4,-11,2,5,-6,0,0,0,0,0,-24,-19,19,-71,-10,-24,-19,19,-71,-10,0,6,-2,-2,16
17140,,18161,"Union County, IN",County or equivalent,7516,7516,7538,7477,7340,7309,7246,22,-61,-137,-31,-63,25,80,72,70,65,8,73,59,59,61,17,7,13,11,4,0,0,0,0,0,7,-71,-154,-41,-76,7,-71,-154,-41,-76,-2,3,4,-1,9
17140,,21015,"Boone County, KY",County or equivalent,118811,118811,119306,121640,123258,124535,126413,495,2334,1618,1277,1878,386,1646,1719,1770,1761,140,700,692,835,834,246,946,1027,935,927,86,305,306,323,323,157,1079,295,106,579,243,1384,601,429,902,6,4,-10,-87,49
17140,,21023,"Bracken County, KY",County or equivalent,8488,8488,8494,8493,8464,8440,8406,6,-1,-29,-24,-34,15,106,104,117,110,7,93,88,83,106,8,13,16,34,4,1,2,2,3,3,0,-18,-45,-56,-49,1,-16,-43,-53,-46,-3,2,-2,-5,8
17140,,21037,"Campbell County, KY",County or equivalent,90336,90336,90726,91220,91175,91385,91833,390,494,-45,210,448,309,1153,1187,1158,1149,186,768,867,867,856,123,385,320,291,293,12,104,106,121,121,240,57,-471,-155,57,252,161,-365,-34,178,15,-52,0,-47,-23
17140,,21077,"Gallatin County, KY",County or equivalent,8589,8589,8608,8576,8491,8504,8589,19,-32,-85,13,85,26,121,107,116,111,9,96,104,60,71,17,25,3,56,40,4,2,1,1,1,-2,-64,-88,-23,35,2,-62,-87,-22,36,0,5,-1,-21,9
17140,,21081,"Grant County, KY",County or equivalent,24662,24662,24682,24713,24491,24576,24875,20,31,-222,85,299,86,353,385,335,339,30,186,229,225,214,56,167,156,110,125,-1,-4,-2,-3,-3,-34,-146,-381,-35,168,-35,-150,-383,-38,165,-1,14,5,13,9
17140,,21117,"Kenton County, KY",County or equivalent,159720,159721,160023,160583,161671,163367,163929,302,560,1088,1696,562,559,2386,2287,2423,2364,304,1343,1395,1380,1377,255,1043,892,1043,987,25,131,136,137,138,25,-570,75,513,-489,50,-439,211,650,-351,-3,-44,-15,3,-74
17140,,21191,"Pendleton County, KY",County or equivalent,14877,14876,14922,14669,14547,14579,14493,46,-253,-122,32,-86,51,162,151,180,170,17,155,160,131,148,34,7,-9,49,22,0,0,0,0,0,15,-259,-113,-19,-106,15,-259,-113,-19,-106,-3,-1,0,2,-2
17140,,39015,"Brown County, OH",County or equivalent,44846,44846,44886,44678,44404,44235,44116,40,-208,-274,-169,-119,138,510,524,501,510,89,484,449,450,465,49,26,75,51,45,0,-2,-2,-2,-2,-7,-229,-354,-212,-154,-7,-231,-356,-214,-156,-2,-3,7,-6,-8
17140,,39017,"Butler County, OH",County or equivalent,368130,368130,369056,370210,370833,371511,374158,926,1154,623,678,2647,1162,4567,4479,4713,4572,630,3037,2995,2974,3186,532,1530,1484,1739,1386,161,704,716,769,776,236,-1103,-1594,-1880,531,397,-399,-878,-1111,1307,-3,23,17,50,-46
17140,,39025,"Clermont County, OH",County or equivalent,197363,197363,197638,198581,199219,200254,201560,275,943,638,1035,1306,560,2459,2379,2307,2357,417,1551,1524,1579,1574,143,908,855,728,783,31,123,117,125,125,132,-14,-326,87,376,163,109,-209,212,501,-31,-74,-8,95,22
17140,,39061,"Hamilton County, OH",County or equivalent,802374,802374,802298,800648,802355,804429,806631,-76,-1650,1707,2074,2202,2686,10918,11091,11042,11009,1738,7710,7621,7590,7718,948,3208,3470,3452,3291,319,1552,1604,1731,1726,-1318,-6189,-3318,-2783,-2290,-999,-4637,-1714,-1052,-564,-25,-221,-49,-326,-525
17140,,39165,"Warren County, OH",County or equivalent,212693,212868,213485,215740,217653,219578,221659,617,2255,1913,1925,2081,619,2505,2411,2436,2396,332,1376,1485,1627,1636,287,1129,926,809,760,88,345,352,381,380,239,594,680,817,872,327,939,1032,1198,1252,3,187,-45,-82,69
17300,,,"Clarksville, TN-KY",Metropolitan Statistical Area,260625,260610,261814,264611,275522,273453,278353,1204,2797,10911,-2069,4900,1304,4631,5148,5266,5154,467,1783,1843,1948,1922,837,2848,3305,3318,3232,289,479,2540,1242,1060,55,-563,4910,-6781,550,344,-84,7450,-5539,1610,23,33,156,152,58
17300,,21047,"Christian County, KY",County or equivalent,73955,73939,74213,73640,75770,74422,74250,274,-573,2130,-1348,-172,432,1496,1499,1606,1533,97,583,612,609,595,335,913,887,997,938,119,147,964,436,360,-181,-1647,253,-2854,-1480,-62,-1500,1217,-2418,-1120,1,14,26,73,10
17300,,21221,"Trigg County, KY",County or equivalent,14339,14334,14346,14202,14392,14302,14142,12,-144,190,-90,-160,30,138,153,143,143,61,169,142,178,158,-31,-31,11,-35,-15,0,0,0,0,0,46,-130,178,-40,-147,46,-130,178,-40,-147,-3,17,1,-15,2
17300,,47125,"Montgomery County, TN",County or equivalent,172331,172337,173255,176769,185360,184729,189961,918,3514,8591,-631,5232,842,2997,3496,3517,3478,309,1031,1089,1161,1169,533,1966,2407,2356,2309,170,332,1576,806,700,190,1214,4479,-3887,2177,360,1546,6055,-3081,2877,25,2,129,94,46
17420,,,"Cleveland, TN",Metropolitan Statistical Area,115788,115788,115965,116657,117730,118537,119705,177,692,1073,807,1168,332,1240,1343,1304,1333,245,1169,1158,1134,1157,87,71,185,170,176,20,111,106,119,120,73,525,764,473,837,93,636,870,592,957,-3,-15,18,45,35
17420,,47011,"Bradley County, TN",County or equivalent,98963,98963,99142,99911,101117,101873,102975,179,769,1206,756,1102,285,1091,1201,1161,1181,197,952,938,920,954,88,139,263,241,227,21,113,108,120,121,70,523,815,357,746,91,636,923,477,867,0,-6,20,38,8
17420,,47139,"Polk County, TN",County or equivalent,16825,16825,16823,16746,16613,16664,16730,-2,-77,-133,51,66,47,149,142,143,152,48,217,220,214,203,-1,-68,-78,-71,-51,-1,-2,-2,-1,-1,3,2,-51,116,91,2,0,-53,115,90,-3,-9,-2,7,27
17460,,,"Cleveland-Elyria, OH",Metropolitan Statistical Area,2077240,2077246,2075558,2068399,2064570,2065328,2063598,-1688,-7159,-3829,758,-1730,5797,23602,23108,22964,23033,5130,21073,21149,20509,20585,667,2529,1959,2455,2448,714,3619,3760,3960,3957,-3116,-13160,-9556,-4794,-7798,-2402,-9541,-5796,-834,-3841,47,-147,8,-863,-337
17460,,39035,"Cuyahoga County, OH",County or equivalent,1280122,1280109,1278172,1269839,1265889,1263837,1259828,-1937,-8333,-3950,-2052,-4009,3766,15033,14886,14774,14801,3273,13780,13883,13278,13316,493,1253,1003,1496,1485,564,2909,3015,3189,3185,-3062,-12412,-7945,-5653,-8439,-2498,-9503,-4930,-2464,-5254,68,-83,-23,-1084,-240
17460,,39055,"Geauga County, OH",County or equivalent,93389,93410,93422,93403,93917,94059,94295,12,-19,514,142,236,240,922,930,933,956,219,739,735,768,757,21,183,195,165,199,12,53,53,58,58,-22,-280,260,-106,14,-10,-227,313,-48,72,1,25,6,25,-35
17460,,39085,"Lake County, OH",County or equivalent,230041,230038,229993,229787,229365,229634,229230,-45,-206,-422,269,-404,571,2374,2210,2184,2204,543,2383,2337,2262,2366,28,-9,-127,-78,-162,28,121,130,144,145,-98,-212,-425,231,-390,-70,-91,-295,375,-245,-3,-106,0,-28,3
17460,,39093,"Lorain County, OH",County or equivalent,301356,301356,301478,301932,301695,303006,304216,122,454,-237,1311,1210,821,3464,3323,3388,3340,713,2890,2780,2830,2794,108,574,543,558,546,74,404,420,425,425,-57,-538,-1231,192,329,17,-134,-811,617,754,-3,14,31,136,-90
17460,,39103,"Medina County, OH",County or equivalent,172332,172333,172493,173438,173704,174792,176029,160,945,266,1088,1237,399,1809,1759,1685,1732,382,1281,1414,1371,1352,17,528,345,314,380,36,132,142,144,144,123,282,-215,542,688,159,414,-73,686,832,-16,3,-6,88,25
17660,,,"Coeur d'Alene, ID",Metropolitan Statistical Area,138494,138494,138890,141045,142297,144357,147326,396,2155,1252,2060,2969,398,1733,1685,1739,1745,252,1237,1230,1190,1242,146,496,455,549,503,15,36,42,46,47,225,1545,778,1562,2135,240,1581,820,1608,2182,10,78,-23,-97,284
17660,,16055,"Kootenai County, ID",County or equivalent,138494,138494,138890,141045,142297,144357,147326,396,2155,1252,2060,2969,398,1733,1685,1739,1745,252,1237,1230,1190,1242,146,496,455,549,503,15,36,42,46,47,225,1545,778,1562,2135,240,1581,820,1608,2182,10,78,-23,-97,284
17780,,,"College Station-Bryan, TX",Metropolitan Statistical Area,228660,228660,229478,231578,234373,238245,242905,818,2100,2795,3872,4660,766,3008,2982,3008,3028,326,1203,1246,1271,1308,440,1805,1736,1737,1720,326,1400,1380,1512,1518,63,-1130,-305,587,1321,389,270,1075,2099,2839,-11,25,-16,36,101
17780,,48041,"Brazos County, TX",County or equivalent,194851,194851,195680,197649,200567,204621,209152,829,1969,2918,4054,4531,662,2613,2589,2615,2634,228,825,869,921,973,434,1788,1720,1694,1661,323,1377,1364,1492,1497,78,-1238,-150,845,1262,401,139,1214,2337,2759,-6,42,-16,23,111
17780,,48051,"Burleson County, TX",County or equivalent,17187,17187,17210,17236,17316,17163,17253,23,26,80,-153,90,44,184,188,194,187,24,193,189,194,182,20,-9,-1,0,5,4,14,7,8,9,4,25,73,-176,86,8,39,80,-168,95,-5,-4,1,15,-10
17780,,48395,"Robertson County, TX",County or equivalent,16622,16622,16588,16693,16490,16461,16500,-34,105,-203,-29,39,60,211,205,199,207,74,185,188,156,153,-14,26,17,43,54,-1,9,9,12,12,-19,83,-228,-82,-27,-20,92,-219,-70,-15,0,-13,-1,-2,0
17820,,,"Colorado Springs, CO",Metropolitan Statistical Area,645613,645611,650351,660278,669100,678711,686908,4740,9927,8822,9611,8197,2308,9455,9319,9292,9476,878,3807,3914,4255,4323,1430,5648,5405,5037,5153,427,892,2803,1865,1571,2710,3450,669,2419,1511,3137,4342,3472,4284,3082,173,-63,-55,290,-38
17820,,8041,"El Paso County, CO",County or equivalent,622263,622261,626895,636944,645724,655453,663519,4634,10049,8780,9729,8066,2253,9232,9166,9118,9305,852,3675,3771,4114,4178,1401,5557,5395,5004,5127,426,896,2807,1869,1575,2636,3682,623,2528,1406,3062,4578,3430,4397,2981,171,-86,-45,328,-42
17820,,8119,"Teller County, CO",County or equivalent,23350,23350,23456,23334,23376,23258,23389,106,-122,42,-118,131,55,223,153,174,171,26,132,143,141,145,29,91,10,33,26,1,-4,-4,-4,-4,74,-232,46,-109,105,75,-236,42,-113,101,2,23,-10,-38,4
17860,,,"Columbia, MO",Metropolitan Statistical Area,162642,162642,163182,165922,168592,170929,172717,540,2740,2670,2337,1788,481,2069,2118,2160,2187,296,942,953,1043,1030,185,1127,1165,1117,1157,146,586,608,661,662,199,1042,876,468,-6,345,1628,1484,1129,656,10,-15,21,91,-25
17860,,29019,"Boone County, MO",County or equivalent,162642,162642,163182,165922,168592,170929,172717,540,2740,2670,2337,1788,481,2069,2118,2160,2187,296,942,953,1043,1030,185,1127,1165,1117,1157,146,586,608,661,662,199,1042,876,468,-6,345,1628,1484,1129,656,10,-15,21,91,-25
17900,,,"Columbia, SC",Metropolitan Statistical Area,767598,767477,769661,776630,784279,792422,800495,2184,6969,7649,8143,8073,2419,9462,9475,9405,9445,1565,5965,6073,6461,6478,854,3497,3402,2944,2967,421,1302,1945,1632,1555,889,2215,2362,3168,3469,1310,3517,4307,4800,5024,20,-45,-60,399,82
17900,,45017,"Calhoun County, SC",County or equivalent,15175,15176,15106,15170,14922,15078,14878,-70,64,-248,156,-200,39,145,168,134,140,73,157,155,152,180,-34,-12,13,-18,-40,0,0,0,0,0,-36,54,-265,169,-154,-36,54,-265,169,-154,0,22,4,5,-6
17900,,45039,"Fairfield County, SC",County or equivalent,23956,23956,23843,23576,23371,23143,22976,-113,-267,-205,-228,-167,61,233,242,227,221,100,271,264,278,279,-39,-38,-22,-51,-58,1,11,11,13,13,-77,-240,-193,-179,-106,-76,-229,-182,-166,-93,2,0,-1,-11,-16
17900,,45055,"Kershaw County, SC",County or equivalent,61697,61570,61678,62034,62232,62604,63161,108,356,198,372,557,189,725,712,703,710,195,547,593,665,678,-6,178,119,38,32,8,31,51,42,42,101,174,34,251,485,109,205,85,293,527,5,-27,-6,41,-2
17900,,45063,"Lexington County, SC",County or equivalent,262391,262396,263325,266383,270114,273604,277888,929,3058,3731,3490,4284,839,3296,3189,3310,3273,607,2172,2128,2218,2202,232,1124,1061,1092,1071,84,399,412,439,444,606,1536,2274,1779,2624,690,1935,2686,2218,3068,7,-1,-16,180,145
17900,,45079,"Richland County, SC",County or equivalent,384504,384507,385800,389600,393677,397893,401566,1293,3800,4077,4216,3673,1226,4823,4893,4805,4860,564,2616,2720,2972,2956,662,2207,2173,1833,1904,329,849,1467,1131,1048,293,808,470,1052,743,622,1657,1937,2183,1791,9,-64,-33,200,-22
17900,,45081,"Saluda County, SC",County or equivalent,19875,19872,19909,19867,19963,20100,20026,37,-42,96,137,-74,65,240,271,226,241,26,202,213,176,183,39,38,58,50,58,-1,12,4,7,8,2,-117,42,96,-123,1,-105,46,103,-115,-3,25,-8,-16,-17
17980,,,"Columbus, GA-AL",Metropolitan Statistical Area,294865,295529,296454,302513,311711,317126,314005,925,6059,9198,5415,-3121,1145,4466,4969,4665,4783,562,2684,2656,2672,2798,583,1782,2313,1993,1985,267,446,1783,932,717,60,3757,4993,2374,-5859,327,4203,6776,3306,-5142,15,74,109,116,36
17980,,1113,"Russell County, AL",County or equivalent,52947,52949,53279,54845,57736,59430,59608,330,1566,2891,1694,178,190,800,904,865,898,110,572,574,548,578,80,228,330,317,320,12,2,105,41,25,222,1301,2395,1338,-162,234,1303,2500,1379,-137,16,35,61,-2,-5
17980,,13053,"Chattahoochee County, GA",County or equivalent,11267,11267,11179,11293,12570,12350,11837,-88,114,1277,-220,-513,55,225,307,241,228,1,38,32,19,26,54,187,275,222,202,71,95,482,221,160,-224,-172,511,-679,-890,-153,-77,993,-458,-730,11,4,9,16,15
17980,,13145,"Harris County, GA",County or equivalent,32024,32026,32167,32366,32613,32673,32876,141,199,247,60,203,84,313,301,277,286,33,231,206,239,281,51,82,95,38,5,0,6,19,9,3,90,94,135,-6,192,90,100,154,3,195,0,17,-2,19,3
17980,,13197,"Marion County, GA",County or equivalent,8742,8742,8747,8737,8751,8721,8797,5,-10,14,-30,76,27,102,122,94,87,32,75,88,42,77,-5,27,34,52,10,1,40,41,44,44,11,-87,-64,-106,27,12,-47,-23,-62,71,-2,10,3,-20,-5
17980,,13215,"Muscogee County, GA",County or equivalent,189885,190545,191082,195272,200041,203952,200887,537,4190,4769,3911,-3065,789,3026,3335,3188,3284,386,1768,1756,1824,1836,403,1258,1579,1364,1448,183,303,1136,617,485,-39,2621,2016,1827,-5026,144,2924,3152,2444,-4541,-10,8,38,103,28
18020,,,"Columbus, IN",Metropolitan Statistical Area,76794,76786,76848,77621,78903,79549,80217,62,773,1282,646,668,250,981,1067,1082,1089,206,712,703,668,674,44,269,364,414,415,64,236,241,257,259,-41,287,665,-35,40,23,523,906,222,299,-5,-19,12,10,-46
18020,,18005,"Bartholomew County, IN",County or equivalent,76794,76786,76848,77621,78903,79549,80217,62,773,1282,646,668,250,981,1067,1082,1089,206,712,703,668,674,44,269,364,414,415,64,236,241,257,259,-41,287,665,-35,40,23,523,906,222,299,-5,-19,12,10,-46
18140,,,"Columbus, OH",Metropolitan Statistical Area,1901974,1902015,1906177,1925540,1945659,1969032,1994536,4162,19363,20119,23373,25504,6478,26309,26649,26914,27042,3331,14212,14304,15033,15131,3147,12097,12345,11881,11911,1046,4843,4976,5351,5358,-2,2607,2745,6092,8641,1044,7450,7721,11443,13999,-29,-184,53,49,-406
18140,,39041,"Delaware County, OH",County or equivalent,174214,174189,175108,178537,181147,185202,189113,919,3429,2610,4055,3911,533,2106,2111,2086,2119,233,902,879,992,1019,300,1204,1232,1094,1100,83,291,299,322,323,521,1848,1081,2562,2358,604,2139,1380,2884,2681,15,86,-2,77,130
18140,,39045,"Fairfield County, OH",County or equivalent,146156,146152,146391,147319,147446,148797,150381,239,928,127,1351,1584,426,1611,1661,1661,1647,244,1094,1124,1217,1233,182,517,537,444,414,20,79,111,96,90,46,268,-525,729,1052,66,347,-414,825,1142,-9,64,4,82,28
18140,,39049,"Franklin County, OH",County or equivalent,1163414,1163543,1166107,1179691,1196936,1213834,1231393,2564,13584,17245,16898,17559,4352,17879,18167,18494,18595,1984,8657,8656,9141,9197,2368,9222,9511,9353,9398,916,4294,4371,4743,4755,-690,477,3314,2839,3836,226,4771,7685,7582,8591,-30,-409,49,-37,-430
18140,,39073,"Hocking County, OH",County or equivalent,29380,29375,29466,29466,29291,28608,28725,91,0,-175,-683,117,77,316,309,324,308,42,310,297,299,290,35,6,12,25,18,0,2,3,4,4,57,-10,-192,-544,106,57,-8,-189,-540,110,-1,2,2,-168,-11
18140,,39089,"Licking County, OH",County or equivalent,166492,166482,166707,167234,167719,168503,169390,225,527,485,784,887,486,1961,1962,1930,1948,354,1438,1500,1481,1505,132,523,462,449,443,10,68,86,68,68,86,-67,-50,232,413,96,1,36,300,481,-3,3,-13,35,-37
18140,,39097,"Madison County, OH",County or equivalent,43435,43430,43412,43071,42959,43272,43918,-18,-341,-112,313,646,107,432,430,417,441,119,376,375,391,370,-12,56,55,26,71,7,38,39,44,44,-11,-430,-209,247,547,-4,-392,-170,291,591,-2,-5,3,-4,-16
18140,,39117,"Morrow County, OH",County or equivalent,34827,34827,34833,34929,35003,35038,35152,6,96,74,35,114,113,372,415,399,385,95,307,299,292,302,18,65,116,107,83,0,12,9,10,10,-11,-29,-49,-87,42,-11,-17,-40,-77,52,-1,48,-2,5,-21
18140,,39127,"Perry County, OH",County or equivalent,36058,36052,36037,36223,35997,35932,35812,-15,186,-226,-65,-120,96,450,403,392,388,108,322,357,364,363,-12,128,46,28,25,1,1,0,0,0,-5,75,-274,-113,-135,-4,76,-274,-113,-135,1,-18,2,20,-10
18140,,39129,"Pickaway County, OH",County or equivalent,55698,55698,55725,55983,56346,56466,56876,27,258,363,120,410,152,578,590,629,623,98,480,501,533,535,54,98,89,96,88,2,11,10,11,11,-32,145,272,-2,322,-30,156,282,9,333,3,4,-8,15,-11
18140,,39159,"Union County, OH",County or equivalent,52300,52267,52391,53087,52815,53380,53776,124,696,-272,565,396,136,604,601,582,588,54,326,316,323,317,82,278,285,259,271,7,47,48,53,53,37,330,-623,229,100,44,377,-575,282,153,-2,41,18,24,-28
18580,,,"Corpus Christi, TX",Metropolitan Statistical Area,428185,428188,428026,431051,437012,443448,448108,-162,3025,5961,6436,4660,1455,5817,5827,6131,6149,983,3542,3587,3782,3673,472,2275,2240,2349,2476,166,646,800,761,755,-822,59,2894,3316,1480,-656,705,3694,4077,2235,22,45,27,10,-51
18580,,48007,"Aransas County, TX",County or equivalent,23158,23158,23204,23335,23707,24229,24972,46,131,372,522,743,74,234,247,251,266,88,321,342,319,341,-14,-87,-95,-68,-75,6,30,30,33,33,52,116,428,517,738,58,146,458,550,771,2,72,9,40,47
18580,,48355,"Nueces County, TX",County or equivalent,340223,340223,340320,343216,347933,352962,356221,97,2896,4717,5029,3259,1152,4687,4658,4930,4928,692,2624,2629,2847,2768,460,2063,2029,2083,2160,150,569,727,683,675,-520,272,1946,2308,554,-370,841,2673,2991,1229,7,-8,15,-45,-130
18580,,48409,"San Patricio County, TX",County or equivalent,64804,64807,64502,64500,65372,66257,66915,-305,-2,872,885,658,229,896,922,950,955,203,597,616,616,564,26,299,306,334,391,10,47,43,45,47,-354,-329,520,491,188,-344,-282,563,536,235,13,-19,3,15,32
18700,,,"Corvallis, OR",Metropolitan Statistical Area,85579,85581,85531,85983,86380,85960,86316,-50,452,397,-420,356,163,764,733,711,729,100,551,572,518,526,63,213,161,193,203,86,337,349,383,382,-209,-105,-110,-1023,-208,-123,232,239,-640,174,10,7,-3,27,-21
18700,,41003,"Benton County, OR",County or equivalent,85579,85581,85531,85983,86380,85960,86316,-50,452,397,-420,356,163,764,733,711,729,100,551,572,518,526,63,213,161,193,203,86,337,349,383,382,-209,-105,-110,-1023,-208,-123,232,239,-640,174,10,7,-3,27,-21
18880,,,"Crestview-Fort Walton Beach-Destin, FL",Metropolitan Statistical Area,235865,235865,236006,238954,247712,253309,258042,141,2948,8758,5597,4733,750,3234,3331,3360,3447,469,2076,2013,2167,2208,281,1158,1318,1193,1239,228,390,1128,756,662,-405,1389,6182,3642,2578,-177,1779,7310,4398,3240,37,11,130,6,254
18880,,12091,"Okaloosa County, FL",County or equivalent,180822,180822,180751,183314,190437,193906,196512,-71,2563,7123,3469,2606,604,2610,2672,2652,2707,316,1511,1501,1645,1658,288,1099,1171,1007,1049,213,344,1087,705,611,-603,1159,4762,1741,831,-390,1503,5849,2446,1442,31,-39,103,16,115
18880,,12131,"Walton County, FL",County or equivalent,55043,55043,55255,55640,57275,59403,61530,212,385,1635,2128,2127,146,624,659,708,740,153,565,512,522,550,-7,59,147,186,190,15,46,41,51,51,198,230,1420,1901,1747,213,276,1461,1952,1798,6,50,27,-10,139
19060,,,"Cumberland, MD-WV",Metropolitan Statistical Area,103299,103299,103236,102620,101816,101238,100530,-63,-616,-804,-578,-708,253,981,955,993,973,286,1220,1216,1224,1250,-33,-239,-261,-231,-277,9,41,42,48,49,-33,-364,-593,-383,-449,-24,-323,-551,-335,-400,-6,-54,8,-12,-31
19060,,24001,"Allegany County, MD",County or equivalent,75087,75087,74988,74527,73883,73531,72952,-99,-461,-644,-352,-579,159,704,675,680,685,182,908,911,884,916,-23,-204,-236,-204,-231,9,45,45,51,52,-86,-257,-461,-193,-359,-77,-212,-416,-142,-307,1,-45,8,-6,-41
19060,,54057,"Mineral County, WV",County or equivalent,28212,28212,28248,28093,27933,27707,27578,36,-155,-160,-226,-129,94,277,280,313,288,104,312,305,340,334,-10,-35,-25,-27,-46,0,-4,-3,-3,-3,53,-107,-132,-190,-90,53,-111,-135,-193,-93,-7,-9,0,-6,10
19100,,,"Dallas-Fort Worth-Arlington, TX",Metropolitan Statistical Area,6426214,6426210,6452725,6574866,6710066,6823113,6954330,26515,122141,135200,113047,131217,23955,96343,95680,96576,97026,8955,37741,38066,40187,41151,15000,58602,57614,56389,55875,4208,23167,21918,24332,24773,6981,39153,55171,33313,49403,11189,62320,77089,57645,74176,326,1219,497,-987,1166
19100,19124,,"Dallas-Plano-Irving, TX",Metropolitan Division,4230520,4230013,4248448,4336015,4432840,4511487,4604097,18435,87567,96825,78647,92610,15795,64249,63374,64229,64252,5614,23328,23715,25125,25769,10181,40921,39659,39104,38483,3233,17335,16290,18155,18484,4708,28542,40415,22771,34578,7941,45877,56705,40926,53062,313,769,461,-1383,1065
19100,19124,48085,"Collin County, TX",County or equivalent,782341,782351,788568,814738,837476,858711,885241,6217,26170,22738,21235,26530,2565,10538,10328,10395,10488,734,3257,3293,3547,3756,1831,7281,7035,6848,6732,701,3510,3452,3803,3822,3530,14279,12162,10885,15198,4231,17789,15614,14688,19020,155,1100,89,-301,778
19100,19124,48113,"Dallas County, TX",County or equivalent,2368139,2367636,2373360,2409942,2456693,2486083,2518638,5724,36582,46751,29390,32555,9670,39081,38620,38846,38722,3414,14313,14303,15209,15446,6256,24768,24317,23637,23276,2019,11195,10332,11572,11831,-2586,1631,11884,-5035,-1661,-567,12826,22216,6537,10170,35,-1012,218,-784,-891
19100,19124,48121,"Denton County, TX",County or equivalent,662614,662604,666938,685718,707962,729152,753363,4334,18780,22244,21190,24211,2183,9193,9088,9525,9592,690,2734,2883,3112,3240,1493,6459,6205,6413,6352,430,2219,2137,2359,2385,2333,9680,13693,12523,14625,2763,11899,15830,14882,17010,78,422,209,-105,849
19100,19124,48139,"Ellis County, TX",County or equivalent,149610,149610,150431,152462,153826,156198,159317,821,2031,1364,2372,3119,540,1997,1887,1964,1943,194,981,1112,1103,1117,346,1016,775,861,826,4,85,65,84,91,458,877,552,1477,2109,462,962,617,1561,2200,13,53,-28,-50,93
19100,19124,48231,"Hunt County, TX",County or equivalent,86129,86129,86313,86732,87211,87532,88493,184,419,479,321,961,261,1092,1051,1068,1043,242,822,814,825,877,19,270,237,243,166,29,111,110,117,125,132,33,141,-49,703,161,144,251,68,828,4,5,-9,10,-33
19100,19124,48257,"Kaufman County, TX",County or equivalent,103350,103346,103871,105287,106680,108521,111236,525,1416,1393,1841,2715,350,1393,1412,1476,1482,245,787,780,848,862,105,606,632,628,620,19,81,74,82,87,385,669,691,1126,1907,404,750,765,1208,1994,16,60,-4,5,101
19100,19124,48397,"Rockwall County, TX",County or equivalent,78337,78337,78967,81136,82992,85290,87809,630,2169,1856,2298,2519,226,955,988,955,982,95,434,530,481,471,131,521,458,474,511,31,134,120,138,143,456,1373,1292,1844,1697,487,1507,1412,1982,1840,12,141,-14,-158,168
19100,23104,,"Fort Worth-Arlington, TX",Metropolitan Division,2195694,2196197,2204277,2238851,2277226,2311626,2350233,8080,34574,38375,34400,38607,8160,32094,32306,32347,32774,3341,14413,14351,15062,15382,4819,17681,17955,17285,17392,975,5832,5628,6177,6289,2273,10611,14756,10542,14825,3248,16443,20384,16719,21114,13,450,36,396,101
19100,23104,48221,"Hood County, TX",County or equivalent,51182,51173,51291,51491,52136,52897,53921,118,200,645,761,1024,138,568,524,604,594,109,571,622,599,595,29,-3,-98,5,-1,9,57,35,44,46,83,146,716,742,907,92,203,751,786,953,-3,0,-8,-30,72
